Key;Item Type;Publication Year;Author;Title;CitationCount;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
25BTEYRN;journalArticle;2024;"Nabeel, Mohamad; Nimara, Doumitrou Daniil; Zanouda, Tahar";Test code generation for telecom software systems using two-stage generative model;;2024 IEEE International Conference on Communications Workshops (ICC Workshops);;;10.1109/iccworkshops59551.2024.10615269;;In recent years, the evolution of Telecom towards achieving intelligent, autonomous, and open networks has led to an increasingly complex Telecom Software system, supporting various heterogeneous deployment scenarios, with multi-standard and multi-vendor support. As a result, it becomes a challenge for large-scale Telecom software companies to develop and test software for all deployment scenarios. To address these challenges, we propose a framework for Automated Test Generation for large-scale Telecom Software systems. We begin by generating Test Case Input data for test scenarios observed using a time-series Generative model trained on historical Telecom Network data during field trials. Additionally, the time-series Generative model helps in preserving the privacy of Telecom data. The generated time-series software performance data are then utilized with test descriptions written in natural language to generate Test Script using the Generative Large Language Model. Our comprehensive experiments on public datasets and Telecom datasets obtained from operational Telecom Networks demonstrate that the framework can effectively generate comprehensive test case data input and useful test code.;2024;30.04.2025 13:51;05.05.2025 12:14;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\A7IJ28DX\Nabeel et al. - 2024 - Test code generation for telecom software systems using two-stage generative model.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.5. Test Prioritization; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GG9YA9WT;journalArticle;2024;"Mehmood, Abid; Ilyas, Qazi Mudassir; Ahmad, Muneer; Shi, Zhongliang";Test Suite Optimization Using Machine Learning Techniques: A Comprehensive Study;3;IEEE Access;;;;https://ieeexplore.ieee.org/abstract/document/10741285/;;2024;30.04.2025 12:00;05.05.2025 12:14;30.04.2025 12:00;;;;;;;Test Suite Optimization Using Machine Learning Techniques;;;;;;;;;;;;Google Scholar;;Publisher: IEEE;;C:\Users\DK00747\Zotero\storage\GAIS5EHF\Mehmood et al. - 2024 - Test Suite Optimization Using Machine Learning Techniques A Comprehensive Study.pdf;;"2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 2.2.2. Autoencoders / GANs; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.2. Test Optimization; 3.1.5. Test Prioritization;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZTDNV2F;journalArticle;2024;"Li, Youwei; Li, Yangyang; Yang, Yangzhao";Test-agent: a multimodal app automation testing framework based on the large language model;;2024 IEEE 4th International Conference on Digital Twins and Parallel Intelligence (DTPI);;;10.1109/dtpi61353.2024.10778901;;This paper introduces a multimodal agent-based app automation testing framework, named Test-Agent, built on the Large Language Model (LLM), designed to address the growing challenges in mobile application automation testing. As mobile applications become more prevalent and emerging systems like Harmony OS Next and mini-programs emerge, traditional automated testing methods, which depend on manually crafting test cases and scripts, are no longer sufficient for cross-platform compatibility and complex interaction logic. The Test-Agent framework employs artificial intelligence technologies to analyze application interface screenshots and user natural language instructions. Combined with deep learning models, it automatically generates and executes test actions on mobile devices. This innovative approach eliminates the need for pre-written test scripts or backend system access, relying solely on screenshots and UI structure information. It achieves cross-platform and cross-application universality, significantly reducing the workload of test case writing, enhancing test execution efficiency, and strengthening cross-platform adaptability. Test-Agent offers an innovative and efficient solution for automated testing of mobile applications.;2024;30.04.2025 13:51;05.05.2025 12:14;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.3. Instructional / Role prompting; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KMTSZ5YA;journalArticle;2024;"Mathews, N.; Nagappan, Mei";Test-driven development and LLM-based code generation;;International Conference on Automated Software Engineering;;;10.1145/3691620.3695527;;"Recent Large Language Models (LLMs) have demonstrated significant capabilities in generating code snippets directly from problem statements. This increasingly automated process mirrors traditional human-led software development, where code is often written in response to a requirement. Historically, Test-Driven Development (TDD) has proven its merit, requiring developers to write tests before the functional code, ensuring alignment with the initial problem statements. Applying TDD principles to LLM-based code generation offers one distinct benefit: it enables developers to verify the correctness of generated code against predefined tests. This paper investigates if and how TDD can be incorporated into AI-assisted code-generation processes. We experimentally evaluate our hypothesis that providing LLMs like GPT-4 and Llama 3 with tests in addition to the problem statements enhances code generation outcomes. We experimented with established function-level code generation benchmarks such as MBPP and HumanEval. Our results consistently demonstrate that including test cases leads to higher success in solving programming challenges. We assert that TDD is a promising paradigm for helping ensure that the code generated by LLMs effectively captures the requirements.CCS CONCEPTS• Software and its engineering ? Software development techniques; • Computing methodologies ? Artificial intelligence.";2024;30.04.2025 13:51;05.05.2025 12:14;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\ULHTETM6\Mathews and Nagappan - 2024 - Test-driven development and LLM-based code generation.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.2. Code Repair / Refactoring; 4.2. Development Process Automation; 4.2.3. Test-Driven Development; 4.2.4. Low-code / No-code Development; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JLBDIRZB;journalArticle;2024;"Sapozhnikov, Arkadii; Olsthoorn, Mitchell; Panichella, Annibale; Kovalenko, Vladimir; Derakhshanfar, P.";TestSpark: IntelliJ idea's ultimate test generation companion;;2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion);;;10.1145/3639478.3640024;;Writing software tests is laborious and time-consuming. To address this, prior studies introduced various automated test-generation techniques. A well-explored research direction in this field is unit test generation, wherein artificial intelligence (AI) techniques create tests for a method/class under test. While many of these techniques have primarily found applications in a research context, existing tools (e.g., EvoSuite, Randoop, and AthenaTest) are not user-friendly and are tailored to a single technique. This paper introduces Test-Spark, a plugin for IntelliJ IDEA that enables users to generate unit tests with only a few clicks directly within their Integrated Development Environment (IDE). Furthermore, TestSpark also allows users to easily modify and run each generated test and integrate them into the project workflow. TestSpark leverages the advances of search-based test generation tools, and it introduces a technique to generate unit tests using Large Language Models (LLMs) by creating a feedback cycle between the IDE and the LLM. Since TestSpark is an open-source (https://github.com/JetBrains-Research/TestSpark), extendable, and well-documented tool, it is possible to add new test generation methods into the plugin with the minimum effort. This paper also explains our future studies related to TestSpark and our preliminary results. Demo video: https://youtu.be/0F4PrxWfiXo;2024;30.04.2025 13:51;05.05.2025 12:14;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\Y3THIT2N\Sapozhnikov et al. - 2024 - TestSpark IntelliJ idea's ultimate test generation companion.pdf;;"3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.5. Test Prioritization; 3.4. Integration Testing; 3.5. Robustness / Non-functional Testing; 3.1.9. Automated testing tools";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6458TZGY;journalArticle;2025;"Gao, Cuiyun; Hu, Xing; Gao, Shan; Xia, Xin; Jin, Zhi";The current challenges of software engineering in the era of large language models;;ACM Transactions on Software Engineering and Methodology;;;10.1145/3712005;;With the advent of large language models (LLMs) in the artificial intelligence (AI) area, the field of software engineering (SE) has also witnessed a paradigm shift. These models, by leveraging the power of deep learning and massive amounts of data, have demonstrated an unprecedented capacity to understand, generate, and operate programming languages. They can assist developers in completing a broad spectrum of software development activities, encompassing software design, automated programming, and maintenance, which potentially reduces huge human efforts. Integrating LLMs within the SE landscape (LLM4SE) has become a burgeoning trend, necessitating exploring this emergent landscape’s challenges and opportunities. The paper aims at revisiting the software development life cycle (SDLC) under LLMs, and highlighting challenges and opportunities of the new paradigm. The paper first summarizes the overall process of LLM4SE, and then elaborates on the current challenges based on a through discussion. The discussion was held among more than 20 participants from academia and industry, specializing in fields such as software engineering and artificial intelligence. Specifically, we achieve 26 key challenges from seven aspects, including software requirement & design, coding assistance, testing code generation, code review, code maintenance, software vulnerability management, and data, training, and evaluation. We hope the achieved challenges would benefit future research in the LLM4SE field.;2025;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\IHBMJHNA\Gao et al. - 2025 - The current challenges of software engineering in the era of large language models.pdf;;"1. LLM; 1.3. Fine-tuned / Instruction-tuned; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.5. Requirement Classification; 4.1.6. Requirement Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TLXNSWC9;journalArticle;2023;"Fontes, Afonso; Gay, Gregory";The integration of machine learning into automated test generation: A systematic mapping study;;Software testing, verification & reliability;;;10.1002/stvr.1845;;Abstract Machine learning (ML) may enable effective automated test generation. We characterize emerging research, examining testing practices, researcher goals, ML techniques applied, evaluation, and challenges in this intersection by performing. We perform a systematic mapping study on a sample of 124 publications. ML generates input for system, GUI, unit, performance, and combinatorial testing or improves the performance of existing generation methods. ML is also used to generate test verdicts, property?based, and expected output oracles. Supervised learning—often based on neural networks—and reinforcement learning—often based on Q?learning—are common, and some publications also employ unsupervised or semi?supervised learning. (Semi?/Un?)Supervised approaches are evaluated using both traditional testing metrics and ML?related metrics (e.g., accuracy), while reinforcement learning is often evaluated using testing metrics tied to the reward function. The work?to?date shows great promise, but there are open challenges regarding training data, retraining, scalability, evaluation complexity, ML algorithms employed—and how they are applied—benchmarks, and replicability. Our findings can serve as a roadmap and inspiration for researchers in this field.;2023;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4367669694 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\4WUL6U6U\Fontes and Gay - 2023 - The integration of machine learning into automated test generation A systematic mapping study.pdf;;"2. ML; 2.3. Supervised / Unsupervised Learning Strategies; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing; 3.5. Robustness / Non-functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XWNUDS99;conferencePaper;2025;"Ranapana, R. M. S.; Wijayanayake, WMJI";The Role of AI in Software Test Automation;0;2025 5th International Conference on Advanced Research in Computing (ICARC);;;;https://ieeexplore.ieee.org/abstract/document/10962814/;;2025;30.04.2025 12:00;05.05.2025 12:15;30.04.2025 12:00;1–6;;;;;;;;;;;IEEE;;;;;;;Google Scholar;;;;;;"2. ML; 2.2. Deep Learning; 2.2.3. Transfer / Ensemble Learning; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BJAPSIQV;journalArticle;2022;"Dinella, Elizabeth; Dinella, Elizabeth; Ryan, Gabriel; Ryan, Gabriel; Mytkowicz, Todd; Mytkowicz, Todd; Lahiri, Shuvendu K.; Lahiri, Shuvendu K.";TOGA: A Neural Method for Test Oracle Generation;;International Conference on Software Engineering;;;10.1145/3510003.3510141;;Testing is widely recognized as an important stage of the software development lifecycle. Effective software testing can provide benefits such as bug finding, preventing regressions, and documentation. In terms of documentation, unit tests express a unit's intended functionality, as conceived by the developer. A test oracle, typically expressed as an condition, documents the intended behavior of a unit under a given test prefix. Synthesizing a functional test oracle is a challenging problem, as it must capture the intended functionality rather than the implemented functionality. In this paper, we propose TOGA (a neural method for Test Oracle GenerAtion), a unified transformer-based neural approach to infer both exceptional and assertion test oracles based on the context of the focal method. Our approach can handle units with ambiguous or missing documentation, and even units with a missing implementation. We evaluate our approach on both oracle inference accuracy and functional bug-finding. Our technique improves accuracy by 33% over existing oracle inference approaches, achieving 96% overall accuracy on a held out test dataset. Furthermore, we show that when integrated with a automated test generation tool (EvoSuite), our approach finds 57 real world bugs in large-scale Java programs, including 30 bugs that are not found by any other automated testing method in our evaluation.;2022;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4284690374 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\2KHID29A\Dinella et al. - 2022 - TOGA A Neural Method for Test Oracle Generation.pdf;;"2. ML; 2.2. Deep Learning; 3. Software Testing; 3.2. Test Data Generation; 3.2.1. Test Oracle; 3.4. Integration Testing; ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GFVBRYSI;journalArticle;2023;"Zheng, Zibin; Ning, Kaiwen; Chen, Jiachi; Wang, Yanlin; Chen, Wenqing; Guo, Liang-Hong; Wang, Weicheng";Towards an understanding of large language models in software engineering tasks;;Empirical Software Engineering;;;10.48550/arxiv.2308.11396;;Large Language Models (LLMs) have drawn widespread attention and research due to their astounding performance in tasks such as text generation and reasoning. Derivative products, like ChatGPT, have been extensively deployed and highly sought after. Meanwhile, the evaluation and optimization of LLMs in software engineering tasks, such as code generation, have become a research focus. However, there is still a lack of systematic research on the application and evaluation of LLMs in the field of software engineering. Therefore, this paper is the first to comprehensively investigate and collate the research and products combining LLMs with software engineering, aiming to answer two questions: (1) What are the current integrations of LLMs with software engineering? (2) Can LLMs effectively handle software engineering tasks? To find the answers, we have collected related literature as extensively as possible from seven mainstream databases, and selected 123 papers for analysis. We have categorized these papers in detail and reviewed the current research status of LLMs from the perspective of seven major software engineering tasks, hoping this will help researchers better grasp the research trends and address the issues when applying LLMs. Meanwhile, we have also organized and presented papers with evaluation content to reveal the performance and effectiveness of LLMs in various software engineering tasks, providing guidance for researchers and developers to optimize.;2023;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4386114236 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\AVJTL5XI\Zheng et al. - 2023 - Towards an understanding of large language models in software engineering tasks.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.5. Robustness / Non-functional Testing; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZP7F969B;journalArticle;2023;"Feldt, Robert; Kang, Sungmin; Yoon, Jaeseung; Yoo, Shin";Towards autonomous testing agents via conversational large language models;;International Conference on Automated Software Engineering;;;10.1109/ase56229.2023.00148;;Software testing is an important part of the development cycle, yet it requires specialized expertise and substantial developer effort to adequately test software. Recent discoveries of the capabilities of large language models (LLMs) suggest that they can be used as automated testing assistants, and thus provide helpful information and even drive the testing process. To highlight the potential of this technology, we present a taxonomy of LLM-based testing agents based on their level of autonomy, and describe how a greater level of autonomy can benefit developers in practice. An example use of LLMs as a testing assistant is provided to demonstrate how a conversational framework for testing can help developers. This also highlights how the often criticized “hallucination” of LLMs can be beneficial for testing. We identify other tangible benefits that LLM-driven testing agents can bestow, and also discuss potential limitations.;2023;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4388483618 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\JAM3GHUS\Feldt et al. - 2023 - Towards autonomous testing agents via conversational large language models.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.5. Test Prioritization";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92YH3UW5;conferencePaper;2024;"Jiang, Zongze; Wen, Ming; Cao, Jialun; Shi, Xuanhua; Jin, Hai";Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation;3;Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering;;;;https://dl.acm.org/doi/abs/10.1145/3691620.3695513?casa_token=or-MFqKxfxoAAAAA:0iMOOdhQwtTzgQR50XR75wClv7KKslqFKVBLMIZsXBsvmyv3hKYQN1GVpl4cVKG8N83JHxR9bJKHkA;;2024;30.04.2025 12:02;05.05.2025 12:15;30.04.2025 12:02;1408–1420;;;;;;;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\D85Y54JV\Jiang et al. - 2024 - Towards Understanding the Effectiveness of Large L.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.5. Robustness / Non-functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235S6Y7M;journalArticle;2025;"Chen, Xiaoquan; Liu, Jian; Zhang, Yingkai; Hu, Qinsong; Han, Yupeng; Zhang, Ruqi; Ran, Jingqi; Yan, Lei; Huang, Baiqi; Ma, Shengting";TraceAwareness and dual-strategy fuzz testing: Enhancing path coverage and crash localization with stochastic science and large language models;;Computers & electrical engineering;;;10.1016/j.compeleceng.2025.110266;;;2025;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\X3D2DW3K\Chen et al. - 2025 - TraceAwareness and dual-strategy fuzz testing Enhancing path coverage and crash localization with s.pdf;;"1. LLM; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 3. Software Testing; 3.1. Test Automation; 3.1.2. Test Optimization; 3.1.8. Test Quality Analysis; 3.5. Robustness / Non-functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRD9ZIY9;journalArticle;2024;Deljouyi, Amirhossein;Understandable test generation through capture/replay and llms;;2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion);;;10.1145/3639478.3639789;;Automatic unit test generators, particularly search-based software testing (SBST) tools such as EvoSuite, efficiently generate unit test suites with acceptable coverage. Although this removes the burden of writing unit tests from developers, these generated tests often pose challenges in terms of comprehension for developers. In my doctoral research, I aim to investigate strategies to address the issue of comprehensibility in generated test cases and improve the test suite in terms of effectiveness. To achieve this, I introduce four projects leveraging Capture/Replay and Large Language Model (LLM) techniques. Capture/Replay carves information from End-to-End (E2E) tests, enabling the generation of unit tests containing meaningful test scenarios and actual test data. Moreover, the growing capabilities of large language models (LLMs) in language analysis and transformation play a significant role in improving readability in general. Our proposed approach involves leveraging E2E test scenario extraction alongside an LLM-guided approach to enhance test case understandability, augment coverage, and establish comprehensive mock and test oracles. In this research, we endeavor to conduct both a quantitative analysis and a user evaluation of the quality of the generated tests in terms of executability, coverage, and understandability.;2024;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\IBYJZYXF\Deljouyi - 2024 - Understandable test generation through capturereplay and llms.pdf;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 4. Software Engineering; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y5V7W2HN;conferencePaper;2024;"Bhatia, Shreya; Gandhi, Tarushi; Kumar, Dhruv; Jalote, Pankaj";Unit test generation using generative AI: A comparative performance analysis of autogeneration tools;44;Proceedings of the 1st International Workshop on Large Language Models for Code;;;;https://dl.acm.org/doi/abs/10.1145/3643795.3648396;;2024;30.04.2025 11:54;05.05.2025 12:15;30.04.2025 11:54;54–61;;;;;;Unit test generation using generative AI;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\3KGH6XLU\Bhatia et al. - 2024 - Unit test generation using generative AI A compar.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YY7B83SD;journalArticle;2024;"Paduraru, C.; Stefanescu, Alin; Jianu, Augustin";Unit test generation using large language models for unity game development;;FaSE4Games@SIGSOFT FSE;;;10.1145/3663532.3664466;;;2024;30.04.2025 13:51;05.05.2025 12:15;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\8QEF29IL\Paduraru et al. - 2024 - Unit test generation using large language models for unity game development.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IMSH74WG;journalArticle;2024;"Zapkus, Dovydas Marius; Slotkienë, Asta";Unit test generation using large language models: A systematic literature review;3;Lietuvos magistrantø informatikos ir IT tyrimai: konferencijos darbai, 2024 m. geguþës 10 d.;;;;https://epublications.vu.lt/object/elaba:198450771/;;2024;30.04.2025 11:57;05.05.2025 12:15;30.04.2025 11:57;136–144;;;;;;Unit test generation using large language models;;;;;;;;;;;;Google Scholar;;Publisher: Vilniaus universiteto leidykla/Vilnius University Press;;C:\Users\DK00747\Zotero\storage\UYH7TP9K\Zapkus and Slotkienë - 2024 - Unit test generation using large language models A systematic literature review.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.4. Integration Testing; 3.3. Functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZQJFXZL3;journalArticle;2024;Hussein, Dania;Usability of LLMs for Assisting Software Engineering: a Literature Review;0;;;;;https://elib.dlr.de/210605/;;2024;30.04.2025 12:03;05.05.2025 12:16;30.04.2025 12:03;;;;;;;Usability of LLMs for Assisting Software Engineering;;;;;;;;;;;;Google Scholar;;Publisher: Universität Bonn;;C:\Users\DK00747\Zotero\storage\5MIULPSP\Hussein - 2024 - Usability of LLMs for Assisting Software Engineeri.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4.1. Development Task Automation; 4.1.1. Code Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L8DY23K2;bookSection;2021;"Meinke, Karl; Khosrowjerdi, Hojat";Use Case Testing: A Constrained Active Machine Learning Approach;6;Tests and Proofs;978-3-030-79378-4 978-3-030-79379-1;;;https://link.springer.com/10.1007/978-3-030-79379-1_1;;2021;02.05.2025 11:55;05.05.2025 12:16;02.05.2025 11:55;3-21;;;12740.0;;;Use Case Testing;;;;;Springer International Publishing;Cham;en;;;;;DOI.org (Crossref);;Series Title: Lecture Notes in Computer Science DOI: 10.1007/978-3-030-79379-1_1;;;;"2. ML; 2.1. Traditional Machine Learning; 2.4. Active Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing";;"Loulergue, Frédéric; Wotawa, Franz";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9BW8AVA9;journalArticle;2024;"Garc?a, Boni; Leotta, Maurizio; Ricca, Filippo; Whitehead, Jim";Use of ChatGPT as an assistant in the end-to-end test script generation for android apps;;A-TEST@ISSTA;;;10.1145/3678719.3685691;;;2024;30.04.2025 13:51;05.05.2025 12:16;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\335QXC2Q\Garc?a et al. - 2024 - Use of ChatGPT as an assistant in the end-to-end test script generation for android apps.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9AYNPQ6G;journalArticle;2025;"Pophale, S.; Elwasif, W.; Bernholdt, D.";Using a large language model as a building block to generate UsableValidation and verification suite for OpenMP;;Proceedings of the International Conference on High Performance Computing in Asia-Pacific Region;;;10.1145/3712031.3712331;;;2025;30.04.2025 13:51;05.05.2025 12:16;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\4PRY4YVV\Pophale et al. - 2025 - Using a large language model as a building block to generate UsableValidation and verification suite.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
